sigma_vi,id,des,ps,ts,method,energy,ip,fullname,sigma_mc,date
0.3031,bK20H00N,2020 HN,-8.72,0,IOBS,5.759e-03,3.377e-07,(2020 HN),,2121-04-12.37
0.5753,bK20H00N,2020 HN,-9.01,0,IOBS,5.747e-03,1.750e-07,(2020 HN),,2121-04-12.21
0.4462,bK20H00N,2020 HN,-9.46,0,IOBS,5.759e-03,6.236e-08,(2020 HN),,2121-04-12.15
1.3539,bK20H00N,2020 HN,-8.45,0,IOBS,5.786e-03,6.237e-07,(2020 HN),,2121-03-13.80
0.3258,bK18W01A,2018 WA1,-9.04,0,IOBS,8.092e-04,7.838e-07,(2018 WA1),,2121-11-08.06
0.3308,bK18W01A,2018 WA1,-9.00,0,IOBS,8.090e-04,8.616e-07,(2018 WA1),,2121-11-07.99
0.3270,bK18W01A,2018 WA1,-10.01,0,IOBS,8.106e-04,8.322e-08,(2018 WA1),,2121-11-06.84
1.7133,bK18W01A,2018 WA1,-10.27,0,IOBS,8.102e-04,4.615e-08,(2018 WA1),,2121-11-06.50
1.1346,bK18W01A,2018 WA1,-8.82,0,IOBS,8.114e-04,1.297e-06,(2018 WA1),,2121-11-05.50
0.7409,bK18W01A,2018 WA1,-8.91,0,IOBS,8.113e-04,1.054e-06,(2018 WA1),,2121-11-04.72
1.7490,bK18W01A,2018 WA1,-10.23,0,IOBS,8.071e-04,4.979e-08,(2018 WA1),,2120-11-09.61
0.5273,bK18W01A,2018 WA1,-10.01,0,IOBS,8.068e-04,8.380e-08,(2018 WA1),,2120-11-08.86
0.1882,bK18W01A,2018 WA1,-9.46,0,IOBS,8.078e-04,2.937e-07,(2018 WA1),,2120-11-08.50
0.7023,bK18W01A,2018 WA1,-10.17,0,IOBS,8.065e-04,5.736e-08,(2018 WA1),,2120-11-07.66
0.7214,bK18W01A,2018 WA1,-10.81,0,IOBS,8.092e-04,1.324e-08,(2018 WA1),,2120-11-06.70
1.0594,bK18W01A,2018 WA1,-9.52,0,IOBS,8.153e-04,2.521e-07,(2018 WA1),,2120-11-05.38
0.6131,bK18W01A,2018 WA1,-8.91,0,IOBS,8.046e-04,1.035e-06,(2018 WA1),,2119-11-10.63
0.5263,bK18W01A,2018 WA1,-10.21,0,IOBS,8.089e-04,5.202e-08,(2018 WA1),,2119-11-09.74
2.2222,bK18W01A,2018 WA1,-10.30,0,IOBS,8.099e-04,4.216e-08,(2018 WA1),,2119-11-08.15
0.1871,bK18W01A,2018 WA1,-9.70,0,IOBS,8.103e-04,1.685e-07,(2018 WA1),,2119-11-07.55
0.1978,bK18W01A,2018 WA1,-9.60,0,IOBS,8.106e-04,2.115e-07,(2018 WA1),,2119-11-07.28
0.3001,bK18W01A,2018 WA1,-10.37,0,IOBS,8.113e-04,3.563e-08,(2018 WA1),,2119-11-06.95
0.2152,bK18W01A,2018 WA1,-9.81,0,IOBS,8.076e-04,1.283e-07,(2018 WA1),,2118-11-09.77
1.3136,bK18W01A,2018 WA1,-10.07,0,IOBS,8.101e-04,7.073e-08,(2018 WA1),,2118-11-07.64
0.9175,bK18W01A,2018 WA1,-9.49,0,IOBS,8.068e-04,2.709e-07,(2018 WA1),,2118-11-05.40
0.9232,bK18W01A,2018 WA1,-9.26,0,IOBS,8.067e-04,4.610e-07,(2018 WA1),,2118-11-05.38
1.0338,bK18W01A,2018 WA1,-10.72,0,IOBS,8.059e-04,1.553e-08,(2018 WA1),,2117-11-07.35
0.7056,bK18W01A,2018 WA1,-9.13,0,IOBS,8.094e-04,6.152e-07,(2018 WA1),,2117-11-06.61
0.5227,bK18W01A,2018 WA1,-9.30,0,IOBS,8.129e-04,4.061e-07,(2018 WA1),,2117-11-06.49
0.5200,bK18W01A,2018 WA1,-9.15,0,IOBS,8.140e-04,5.785e-07,(2018 WA1),,2117-11-06.34
1.3119,bK18W01A,2018 WA1,-9.31,0,IOBS,8.143e-04,4.045e-07,(2018 WA1),,2117-11-06.05
0.4526,bK18W01A,2018 WA1,-10.31,0,IOBS,8.119e-04,4.015e-08,(2018 WA1),,2117-11-04.58
0.4872,bK18W01A,2018 WA1,-10.03,0,IOBS,8.152e-04,7.535e-08,(2018 WA1),,2117-11-04.44
0.3272,bK18W01A,2018 WA1,-8.61,0,IOBS,8.100e-04,1.994e-06,(2018 WA1),,2116-11-07.91
1.9352,bK18W01A,2018 WA1,-8.47,0,IOBS,8.120e-04,2.743e-06,(2018 WA1),,2116-11-07.64
2.3502,bK18W01A,2018 WA1,-10.59,0,IOBS,8.114e-04,2.065e-08,(2018 WA1),,2116-11-07.58
1.9376,bK18W01A,2018 WA1,-8.18,0,IOBS,8.126e-04,5.393e-06,(2018 WA1),,2116-11-07.56
0.3245,bK18W01A,2018 WA1,-8.68,0,IOBS,8.116e-04,1.688e-06,(2018 WA1),,2116-11-07.54
1.9325,bK18W01A,2018 WA1,-9.51,0,IOBS,8.099e-04,2.511e-07,(2018 WA1),,2116-11-07.51
1.1247,bK18W01A,2018 WA1,-9.31,0,IOBS,8.120e-04,3.952e-07,(2018 WA1),,2115-11-08.37
1.0119,bK18W01A,2018 WA1,-9.71,0,IOBS,8.124e-04,1.544e-07,(2018 WA1),,2115-11-07.58
2.1180,bK18W01A,2018 WA1,-9.02,0,IOBS,8.108e-04,7.615e-07,(2018 WA1),,2115-11-07.53
0.4479,bK18W01A,2018 WA1,-9.98,0,IOBS,8.077e-04,8.437e-08,(2018 WA1),,2115-11-07.50
0.3993,bK18W01A,2018 WA1,-9.84,0,IOBS,8.123e-04,1.153e-07,(2018 WA1),,2115-11-05.35
0.4057,bK18W01A,2018 WA1,-10.88,0,IOBS,8.116e-04,1.050e-08,(2018 WA1),,2114-11-05.89
1.6126,bK18W01A,2018 WA1,-9.88,0,IOBS,8.110e-04,1.038e-07,(2018 WA1),,2114-11-05.82
1.2364,bK18W01A,2018 WA1,-9.71,0,IOBS,8.133e-04,1.542e-07,(2018 WA1),,2114-11-04.74
1.7165,bK18W01A,2018 WA1,-10.45,0,IOBS,8.054e-04,2.788e-08,(2018 WA1),,2112-11-07.48
0.0405,bK18W01A,2018 WA1,-9.22,0,IOBS,8.089e-04,4.692e-07,(2018 WA1),,2112-11-06.98
0.3207,bK18W01A,2018 WA1,-9.15,0,IOBS,8.093e-04,5.535e-07,(2018 WA1),,2112-11-06.54
1.6300,bK18W01A,2018 WA1,-9.03,0,IOBS,8.093e-04,7.107e-07,(2018 WA1),,2111-11-09.30
0.1469,bK18W01A,2018 WA1,-9.05,0,IOBS,8.107e-04,6.810e-07,(2018 WA1),,2111-11-08.90
1.6232,bK18W01A,2018 WA1,-9.94,0,IOBS,8.088e-04,8.776e-08,(2018 WA1),,2111-11-07.37
0.0329,bK18W01A,2018 WA1,-8.57,0,IOBS,8.137e-04,2.063e-06,(2018 WA1),,2111-11-06.05
0.6114,bK18W01A,2018 WA1,-9.56,0,IOBS,8.032e-04,2.098e-07,(2018 WA1),,2110-11-10.41
2.1002,bK18W01A,2018 WA1,-10.20,0,IOBS,8.124e-04,4.769e-08,(2018 WA1),,2110-11-07.05
0.9777,bK18W01A,2018 WA1,-9.97,0,IOBS,8.102e-04,8.082e-08,(2018 WA1),,2110-11-06.94
0.9388,bK18W01A,2018 WA1,-9.07,0,IOBS,8.093e-04,6.509e-07,(2018 WA1),,2110-11-06.00
0.4018,bK18W01A,2018 WA1,-9.82,0,IOBS,8.109e-04,1.137e-07,(2018 WA1),,2109-11-06.26
1.2373,bK18W01A,2018 WA1,-7.98,0,IOBS,8.134e-04,7.789e-06,(2018 WA1),,2109-11-05.40
1.1752,bK18W01A,2018 WA1,-9.59,0,IOBS,8.134e-04,1.912e-07,(2018 WA1),,2109-11-05.26
3.5442,bK18W01A,2018 WA1,-11.80,0,IOBS,8.098e-04,1.164e-09,(2018 WA1),,2108-11-09.52
0.5234,bK18W01A,2018 WA1,-9.22,0,IOBS,8.123e-04,4.408e-07,(2018 WA1),,2108-11-07.06
0.7388,bK18W01A,2018 WA1,-9.41,0,IOBS,8.101e-04,2.911e-07,(2018 WA1),,2108-11-05.54
2.0895,bK18W01A,2018 WA1,-11.15,0,IOBS,8.105e-04,5.186e-09,(2018 WA1),,2107-11-09.40
2.4658,bK18W01A,2018 WA1,-11.15,0,IOBS,8.087e-04,5.221e-09,(2018 WA1),,2107-11-07.91
0.4232,bK18W01A,2018 WA1,-8.43,0,IOBS,8.116e-04,2.698e-06,(2018 WA1),,2107-11-05.61
2.0298,bK18W01A,2018 WA1,-9.59,0,IOBS,8.068e-04,1.853e-07,(2018 WA1),,2106-11-10.18
0.2645,bK18W01A,2018 WA1,-8.21,0,IOBS,8.084e-04,4.428e-06,(2018 WA1),,2106-11-07.39
0.7418,bK18W01A,2018 WA1,-10.05,0,IOBS,8.114e-04,6.347e-08,(2018 WA1),,2105-11-05.35
0.7388,bK18W01A,2018 WA1,-10.12,0,IOBS,8.114e-04,5.379e-08,(2018 WA1),,2104-11-05.12
1.5284,bK18W01A,2018 WA1,-11.03,0,IOBS,8.085e-04,6.373e-09,(2018 WA1),,2102-11-08.96
2.4807,bK18W01A,2018 WA1,-10.06,0,IOBS,8.104e-04,5.928e-08,(2018 WA1),,2102-11-07.68
0.0741,bK18W01A,2018 WA1,-9.41,0,IOBS,8.117e-04,2.634e-07,(2018 WA1),,2101-11-06.69
2.0074,bK18W01A,2018 WA1,-8.75,0,IOBS,8.099e-04,1.153e-06,(2018 WA1),,2097-11-08.48
0.0580,bK18W01A,2018 WA1,-9.27,0,IOBS,8.120e-04,3.419e-07,(2018 WA1),,2097-11-06.40
0.9843,bK18W01A,2018 WA1,-8.52,0,IOBS,8.109e-04,1.913e-06,(2018 WA1),,2096-11-05.85
1.5985,bK18W01A,2018 WA1,-9.51,0,IOBS,8.093e-04,1.940e-07,(2018 WA1),,2095-11-07.02
0.6797,bK18W00H,2018 WH,-9.59,0,IOBS,1.354e-03,7.109e-08,(2018 WH),,2072-11-15.83
0.0810,bK18W00H,2018 WH,-8.05,0,IOBS,1.353e-03,2.461e-06,(2018 WH),,2072-11-15.81
0.4428,bK18W00H,2018 WH,-8.08,0,IOBS,1.349e-03,2.290e-06,(2018 WH),,2071-11-16.85
1.4075,bK18W00H,2018 WH,-10.29,0,IOBS,1.346e-03,1.415e-08,(2018 WH),,2071-11-16.71
0.3554,bK18W00H,2018 WH,-8.39,0,IOBS,1.349e-03,1.116e-06,(2018 WH),,2071-11-16.70
0.6299,bK18W00H,2018 WH,-8.34,0,IOBS,1.352e-03,1.205e-06,(2018 WH),,2070-11-16.45
0.6670,bK18W00H,2018 WH,-9.34,0,IOBS,1.351e-03,1.229e-07,(2018 WH),,2070-11-16.32
1.0695,bK18W00H,2018 WH,-8.70,0,IOBS,1.355e-03,5.214e-07,(2018 WH),,2069-11-16.26
0.7662,bK18W00H,2018 WH,-8.99,0,IOBS,1.351e-03,2.684e-07,(2018 WH),,2069-11-16.15
1.4383,bK18W00H,2018 WH,-7.73,0,IOBS,1.356e-03,4.826e-06,(2018 WH),,2069-11-16.13
0.6843,bK18B03P,2018 BP3,-8.43,0,IOBS,6.028e-03,5.948e-07,(2018 BP3),,2115-01-24.10
3.5082,bK18D00B,2018 DB,-8.20,0,IOBS,6.733e-02,6.985e-08,(2018 DB),,2068-02-23.92
0.0354,bK18B03P,2018 BP3,-9.20,0,IOBS,6.025e-03,8.235e-08,(2018 BP3),,2099-01-22.10
0.7642,bK17Y01M,2017 YM1,-9.26,0,IOBS,1.282e+00,1.150e-09,(2017 YM1),,2110-12-17.25
0.7588,bK17Y01M,2017 YM1,-6.63,0,IOBS,1.281e+00,4.542e-07,(2017 YM1),,2103-12-17.52
0.5974,bK17Y01M,2017 YM1,-6.92,0,IOBS,1.279e+00,2.306e-07,(2017 YM1),,2103-12-17.51
3.8612,bK20F06K,2020 FK6,-9.74,0,IOBS,2.622e-02,6.178e-09,(2020 FK6),,2086-03-12.74
1.3092,bK17Y01D,2017 YD1,-9.44,0,IOBS,8.500e-04,3.011e-07,(2017 YD1),,2121-12-11.52
1.3194,bK17Y01D,2017 YD1,-9.35,0,IOBS,8.493e-04,3.646e-07,(2017 YD1),,2119-12-12.04
3.8293,bK17Y01D,2017 YD1,-12.06,0,IOBS,8.432e-04,6.875e-10,(2017 YD1),,2116-12-11.32
1.4854,bK17Y01D,2017 YD1,-8.55,0,IOBS,8.488e-04,1.878e-06,(2017 YD1),,2102-12-11.96
0.5284,bK19Q98Z,2019 QZ98,-9.32,0,IOBS,4.630e-03,9.043e-08,(2019 QZ98),,2110-08-13.86
3.2640,bK19Q98Z,2019 QZ98,-9.72,0,IOBS,4.509e-03,3.633e-08,(2019 QZ98),,2110-08-13.80
0.9941,bK23G01M,2023 GM1,-8.18,0,IOBS,4.107e-02,2.466e-07,(2023 GM1),,2122-10-13.08
0.6747,bK23G01M,2023 GM1,-7.86,0,IOBS,4.108e-02,5.220e-07,(2023 GM1),,2122-10-13.08
0.5820,bK18W00J,2018 WJ,-8.23,0,IOBS,7.884e-02,6.296e-08,(2018 WJ),,2072-11-17.04
0.6082,bK18W00J,2018 WJ,-9.83,0,IOBS,7.750e-02,1.266e-09,(2018 WJ),,2062-11-18.63
5.4058,bK18W00J,2018 WJ,-10.55,0,IOBS,7.508e-02,1.832e-10,(2018 WJ),,2052-04-12.72
2.0401,bK18C00M,2018 CM,-8.04,0,IOBS,2.712e-02,4.655e-07,(2018 CM),,2120-02-09.53
0.8253,bK18C00M,2018 CM,-8.10,0,IOBS,2.749e-02,4.015e-07,(2018 CM),,2120-02-09.48
0.8824,bK18C00M,2018 CM,-7.33,0,IOBS,2.757e-02,2.369e-06,(2018 CM),,2120-02-09.36
1.2948,bK18C00M,2018 CM,-7.98,0,IOBS,2.764e-02,5.257e-07,(2018 CM),,2120-02-09.28
1.3933,bK18C00M,2018 CM,-9.76,0,IOBS,2.751e-02,8.474e-09,(2018 CM),,2116-02-09.45
1.8473,bK18C00M,2018 CM,-7.61,0,IOBS,2.712e-02,1.165e-06,(2018 CM),,2114-02-08.99
1.2031,bK18C00M,2018 CM,-8.75,0,IOBS,2.717e-02,8.495e-08,(2018 CM),,2114-02-08.97
1.1065,bK18C00M,2018 CM,-8.36,0,IOBS,2.729e-02,2.061e-07,(2018 CM),,2114-02-08.87
0.8100,bK18C00M,2018 CM,-8.23,0,IOBS,2.748e-02,2.622e-07,(2018 CM),,2109-02-08.78
2.1341,bK18C00M,2018 CM,-10.39,0,IOBS,2.730e-02,1.772e-09,(2018 CM),,2106-02-08.46
1.0730,bK18C00M,2018 CM,-7.31,0,IOBS,2.732e-02,1.791e-06,(2018 CM),,2094-02-07.72
1.0250,bK18C00M,2018 CM,-8.60,0,IOBS,2.733e-02,9.200e-08,(2018 CM),,2093-02-07.24
1.2813,bK18C00M,2018 CM,-9.42,0,IOBS,2.740e-02,1.109e-08,(2018 CM),,2080-02-08.27
0.9372,bK18C00M,2018 CM,-9.68,0,IOBS,2.724e-02,6.052e-09,(2018 CM),,2079-02-08.17
0.9351,bK18C00M,2018 CM,-5.30,0,IOBS,2.732e-02,1.264e-04,(2018 CM),,2072-02-08.40
1.2799,bK18C00M,2018 CM,-6.07,0,IOBS,2.739e-02,2.112e-05,(2018 CM),,2072-02-08.34
0.9434,bK18C00M,2018 CM,-7.05,0,IOBS,2.708e-02,2.231e-06,(2018 CM),,2072-02-08.32
3.9745,bK18C00M,2018 CM,-8.71,0,IOBS,2.669e-02,4.052e-08,(2018 CM),,2063-02-07.92
1.0180,bK18C00M,2018 CM,-8.33,0,IOBS,2.704e-02,7.259e-08,(2018 CM),,2054-02-07.68
0.0231,bK22C01A,2022 CA1,-9.20,0,IOBS,3.691e-02,2.567e-08,(2022 CA1),,2122-02-02.53
2.3463,bK22C01A,2022 CA1,-9.06,0,IOBS,3.699e-02,3.477e-08,(2022 CA1),,2122-01-29.83
0.7471,bK22C01A,2022 CA1,-9.22,0,IOBS,3.676e-02,2.419e-08,(2022 CA1),,2121-04-27.22
0.7473,bK22C01A,2022 CA1,-6.54,0,IOBS,3.677e-02,1.109e-05,(2022 CA1),,2116-04-27.70
0.7812,bK22C01A,2022 CA1,-6.64,0,IOBS,3.672e-02,8.753e-06,(2022 CA1),,2116-04-27.51
0.0461,bK22C01A,2022 CA1,-8.70,0,IOBS,3.686e-02,7.468e-08,(2022 CA1),,2116-01-29.19
2.3887,bK22C01A,2022 CA1,-9.22,0,IOBS,3.698e-02,2.248e-08,(2022 CA1),,2115-02-02.49
0.0518,bK22C01A,2022 CA1,-8.50,0,IOBS,3.680e-02,1.101e-07,(2022 CA1),,2109-01-29.42
2.6186,bK22C01A,2022 CA1,-9.05,0,IOBS,3.672e-02,2.806e-08,(2022 CA1),,2100-04-27.69
2.3046,bK22C01A,2022 CA1,-10.60,0,IOBS,3.684e-02,7.152e-10,(2022 CA1),,2093-04-27.24
2.4906,bK22C01A,2022 CA1,-9.88,0,IOBS,3.685e-02,3.345e-09,(2022 CA1),,2085-04-27.67
2.4956,bK22C01A,2022 CA1,-9.14,0,IOBS,3.673e-02,1.674e-08,(2022 CA1),,2080-03-06.30
2.6106,bK22C01A,2022 CA1,-10.10,0,IOBS,3.681e-02,1.499e-09,(2022 CA1),,2070-04-27.58
2.3052,bK22C01A,2022 CA1,-6.92,0,IOBS,3.687e-02,1.870e-06,(2022 CA1),,2062-04-28.84
3.9895,bK22C01A,2022 CA1,-8.61,0,IOBS,3.686e-02,3.300e-08,(2022 CA1),,2057-04-28.66
2.5536,bK22C01A,2022 CA1,-8.05,0,IOBS,3.686e-02,1.204e-07,(2022 CA1),,2057-04-27.80
2.4075,bK22C01A,2022 CA1,-7.58,0,IOBS,3.682e-02,3.347e-07,(2022 CA1),,2055-04-28.28
0.1632,bK22C03B,2022 CB3,-10.82,0,IOBS,1.252e-03,8.965e-09,(2022 CB3),,2120-02-08.24
0.2067,bK22C03B,2022 CB3,-10.40,0,IOBS,1.249e-03,2.284e-08,(2022 CB3),,2116-02-07.75
0.1848,bK22G02A,2022 GA2,-8.50,0,IOBS,2.766e-03,4.800e-07,(2022 GA2),,2070-04-07.68
0.9044,bK22B00T,2022 BT,-9.24,0,IOBS,1.169e-03,2.930e-07,(2022 BT),,2103-01-23.52
1.0121,bK22B00T,2022 BT,-9.61,0,IOBS,1.170e-03,1.259e-07,(2022 BT),,2103-01-23.46
0.2825,bK22B00T,2022 BT,-9.77,0,IOBS,1.171e-03,8.623e-08,(2022 BT),,2103-01-23.45
1.0757,bK22B00T,2022 BT,-8.97,0,IOBS,1.170e-03,5.431e-07,(2022 BT),,2102-01-24.02
0.4553,bK22B00T,2022 BT,-8.30,0,IOBS,1.170e-03,2.543e-06,(2022 BT),,2102-01-23.80
0.2295,bK22B00T,2022 BT,-9.06,0,IOBS,1.170e-03,4.360e-07,(2022 BT),,2102-01-23.60
0.3966,bK22B00T,2022 BT,-8.94,0,IOBS,1.169e-03,5.782e-07,(2022 BT),,2102-01-23.58
0.6554,bK22B00T,2022 BT,-9.46,0,IOBS,1.171e-03,1.756e-07,(2022 BT),,2102-01-23.50
0.7033,bK22B00T,2022 BT,-9.34,0,IOBS,1.171e-03,2.321e-07,(2022 BT),,2102-01-23.48
1.4389,bK17S17U,2017 SU17,-8.32,0,IOBS,1.810e-02,1.987e-07,(2017 SU17),,2081-09-24.94
1.3757,bK17S17U,2017 SU17,-9.69,0,IOBS,1.813e-02,7.804e-09,(2017 SU17),,2076-09-24.37
1.2716,bK17S17U,2017 SU17,-7.99,0,IOBS,1.813e-02,3.864e-07,(2017 SU17),,2076-09-24.26
1.3181,bK17S17U,2017 SU17,-8.12,0,IOBS,1.814e-02,2.808e-07,(2017 SU17),,2075-09-25.44
1.3109,bK17S17U,2017 SU17,-7.73,0,IOBS,1.815e-02,6.966e-07,(2017 SU17),,2075-09-25.00
2.7549,bK17S17U,2017 SU17,-8.49,0,IOBS,1.844e-02,1.149e-07,(2017 SU17),,2074-09-24.84
1.3687,bK17S17U,2017 SU17,-8.80,0,IOBS,1.816e-02,3.543e-08,(2017 SU17),,2055-09-25.08
0.5204,bK17S20A,2017 SA20,-10.39,0,IOBS,9.618e-03,4.902e-09,(2017 SA20),,2122-04-24.09
0.2620,bK17S20A,2017 SA20,-10.58,0,IOBS,9.616e-03,3.172e-09,(2017 SA20),,2122-04-23.42
0.2971,bK17S20A,2017 SA20,-10.05,0,IOBS,9.625e-03,1.070e-08,(2017 SA20),,2122-04-23.41
0.4340,bK17S20A,2017 SA20,-9.34,0,IOBS,9.609e-03,5.450e-08,(2017 SA20),,2122-04-23.15
0.3459,bK17S20A,2017 SA20,-9.77,0,IOBS,9.613e-03,2.011e-08,(2017 SA20),,2122-04-23.08
0.2963,bK17S20A,2017 SA20,-10.04,0,IOBS,9.625e-03,1.092e-08,(2017 SA20),,2122-04-23.03
0.0356,bK17S20A,2017 SA20,-9.05,0,IOBS,9.611e-03,1.074e-07,(2017 SA20),,2122-04-22.81
0.2968,bK17S20A,2017 SA20,-9.10,0,IOBS,9.625e-03,9.416e-08,(2017 SA20),,2122-04-22.70
1.1495,bK17S20A,2017 SA20,-11.50,0,IOBS,9.616e-03,3.745e-10,(2017 SA20),,2122-04-19.68
1.3170,bK17S20A,2017 SA20,-10.76,0,IOBS,9.572e-03,2.070e-09,(2017 SA20),,2122-04-19.07
0.4437,bK17S20A,2017 SA20,-11.58,0,IOBS,9.615e-03,3.113e-10,(2017 SA20),,2122-04-19.02
1.3222,bK17S20A,2017 SA20,-10.31,0,IOBS,9.574e-03,5.852e-09,(2017 SA20),,2122-04-17.91
1.3222,bK17S20A,2017 SA20,-9.67,0,IOBS,9.575e-03,2.583e-08,(2017 SA20),,2122-04-17.53
0.8091,bK17S20A,2017 SA20,-10.18,0,IOBS,9.581e-03,7.904e-09,(2017 SA20),,2122-04-15.79
0.1423,bK17S20A,2017 SA20,-10.02,0,IOBS,9.593e-03,1.123e-08,(2017 SA20),,2121-04-24.30
0.6997,bK17S20A,2017 SA20,-9.41,0,IOBS,9.606e-03,4.632e-08,(2017 SA20),,2121-04-24.11
0.6433,bK17S20A,2017 SA20,-9.63,0,IOBS,9.605e-03,2.799e-08,(2017 SA20),,2121-04-23.43
0.1291,bK17S20A,2017 SA20,-10.44,0,IOBS,9.599e-03,4.315e-09,(2017 SA20),,2121-04-23.42
0.0709,bK17S20A,2017 SA20,-9.74,0,IOBS,9.600e-03,2.171e-08,(2017 SA20),,2121-04-23.27
1.0191,bK17S20A,2017 SA20,-11.05,0,IOBS,9.619e-03,1.055e-09,(2017 SA20),,2121-04-23.23
0.7042,bK17S20A,2017 SA20,-10.71,0,IOBS,9.608e-03,2.298e-09,(2017 SA20),,2121-04-23.16
0.0129,bK17S20A,2017 SA20,-10.29,0,IOBS,9.600e-03,6.036e-09,(2017 SA20),,2121-04-23.08
1.0646,bK17S20A,2017 SA20,-10.09,0,IOBS,9.625e-03,9.708e-09,(2017 SA20),,2121-04-22.83
0.7277,bK17S20A,2017 SA20,-9.39,0,IOBS,9.610e-03,4.815e-08,(2017 SA20),,2121-04-22.67
0.8186,bK17S20A,2017 SA20,-8.77,0,IOBS,9.615e-03,2.000e-07,(2017 SA20),,2121-04-22.39
0.9441,bK17S20A,2017 SA20,-9.66,0,IOBS,9.580e-03,2.574e-08,(2017 SA20),,2121-04-22.28
0.3811,bK17S20A,2017 SA20,-9.29,0,IOBS,9.615e-03,6.093e-08,(2017 SA20),,2121-04-22.24
2.1442,bK17S20A,2017 SA20,-9.95,0,IOBS,9.641e-03,1.313e-08,(2017 SA20),,2121-04-22.14
0.0181,bK17S20A,2017 SA20,-10.10,0,IOBS,9.597e-03,9.338e-09,(2017 SA20),,2121-04-22.14
1.2785,bK17S20A,2017 SA20,-10.39,0,IOBS,9.620e-03,4.825e-09,(2017 SA20),,2121-04-22.00
1.3070,bK17S20A,2017 SA20,-8.20,0,IOBS,9.581e-03,7.448e-07,(2017 SA20),,2121-04-19.76
0.4158,bK17S20A,2017 SA20,-9.46,0,IOBS,9.600e-03,4.093e-08,(2017 SA20),,2121-04-19.35
0.7854,bK17S20A,2017 SA20,-9.47,0,IOBS,9.580e-03,4.047e-08,(2017 SA20),,2121-04-19.30
0.5445,bK17S20A,2017 SA20,-9.15,0,IOBS,9.591e-03,8.347e-08,(2017 SA20),,2121-04-19.19
0.2794,bK17S20A,2017 SA20,-10.58,0,IOBS,9.599e-03,3.115e-09,(2017 SA20),,2121-04-18.85
2.3766,bK17S20A,2017 SA20,-10.97,0,IOBS,9.558e-03,1.276e-09,(2017 SA20),,2121-04-18.83
0.1917,bK17S20A,2017 SA20,-9.09,0,IOBS,9.620e-03,9.674e-08,(2017 SA20),,2121-04-15.20
0.5233,bK17S20A,2017 SA20,-8.99,0,IOBS,9.618e-03,1.190e-07,(2017 SA20),,2120-04-24.43
1.2742,bK17S20A,2017 SA20,-10.01,0,IOBS,9.642e-03,1.135e-08,(2017 SA20),,2120-04-23.16
0.9260,bK17S20A,2017 SA20,-10.52,0,IOBS,9.642e-03,3.511e-09,(2017 SA20),,2120-04-22.70
1.2307,bK17S20A,2017 SA20,-9.09,0,IOBS,9.638e-03,9.581e-08,(2017 SA20),,2120-04-22.67
0.0700,bK17S20A,2017 SA20,-10.04,0,IOBS,9.617e-03,1.065e-08,(2017 SA20),,2120-04-22.54
0.2827,bK17S20A,2017 SA20,-9.69,0,IOBS,9.624e-03,2.399e-08,(2017 SA20),,2120-04-22.01
1.3077,bK17S20A,2017 SA20,-10.06,0,IOBS,9.591e-03,1.026e-08,(2017 SA20),,2120-04-21.83
0.0254,bK17S20A,2017 SA20,-9.73,0,IOBS,9.613e-03,2.175e-08,(2017 SA20),,2120-04-21.76
0.9194,bK17S20A,2017 SA20,-9.27,0,IOBS,9.646e-03,6.212e-08,(2017 SA20),,2120-04-21.62
0.8127,bK17S20A,2017 SA20,-8.55,0,IOBS,9.629e-03,3.294e-07,(2017 SA20),,2120-04-20.97
0.0542,bK17S20A,2017 SA20,-9.63,0,IOBS,9.607e-03,2.774e-08,(2017 SA20),,2120-04-20.96
0.1273,bK17S20A,2017 SA20,-10.50,0,IOBS,9.616e-03,3.694e-09,(2017 SA20),,2120-04-20.68
0.0564,bK17S20A,2017 SA20,-9.11,0,IOBS,9.618e-03,9.065e-08,(2017 SA20),,2120-04-20.48
0.7102,bK17S20A,2017 SA20,-9.60,0,IOBS,9.624e-03,2.960e-08,(2017 SA20),,2120-04-20.42
0.1946,bK17S20A,2017 SA20,-9.89,0,IOBS,9.622e-03,1.510e-08,(2017 SA20),,2120-04-18.93
0.1942,bK17S20A,2017 SA20,-9.94,0,IOBS,9.623e-03,1.353e-08,(2017 SA20),,2120-04-18.91
0.2669,bK17S20A,2017 SA20,-9.02,0,IOBS,9.624e-03,1.125e-07,(2017 SA20),,2120-04-16.04
0.1973,bK17S20A,2017 SA20,-8.76,0,IOBS,9.615e-03,2.019e-07,(2017 SA20),,2120-04-15.99
0.9801,bK17S20A,2017 SA20,-9.81,0,IOBS,9.584e-03,1.793e-08,(2017 SA20),,2119-04-24.47
0.9199,bK17S20A,2017 SA20,-9.82,0,IOBS,9.631e-03,1.760e-08,(2017 SA20),,2119-04-24.28
0.4261,bK17S20A,2017 SA20,-9.20,0,IOBS,9.601e-03,7.325e-08,(2017 SA20),,2119-04-24.12
0.0494,bK17S20A,2017 SA20,-6.49,0,IOBS,9.607e-03,3.776e-05,(2017 SA20),,2119-04-24.12
0.0494,bK17S20A,2017 SA20,-8.91,0,IOBS,9.603e-03,1.411e-07,(2017 SA20),,2119-04-24.12
0.0487,bK17S20A,2017 SA20,-6.54,0,IOBS,9.607e-03,3.359e-05,(2017 SA20),,2119-04-24.12
