sigma_vi,id,des,ps,ts,method,energy,ip,fullname,sigma_mc,date
0.0549,bK21F01O,2021 FO1,-10.06,0,IOBS,2.281e-03,3.020e-08,(2021 FO1),,2114-03-25.05
0.2775,bK21F01O,2021 FO1,-9.19,0,IOBS,2.282e-03,2.217e-07,(2021 FO1),,2114-03-25.02
0.2321,bK21F01O,2021 FO1,-8.11,0,IOBS,2.286e-03,2.696e-06,(2021 FO1),,2114-03-24.74
0.0418,bK21F01O,2021 FO1,-10.45,0,IOBS,2.279e-03,1.209e-08,(2021 FO1),,2113-03-24.96
0.0419,bK21F01O,2021 FO1,-10.38,0,IOBS,2.281e-03,1.422e-08,(2021 FO1),,2113-03-24.83
0.1134,bK21F01O,2021 FO1,-9.86,0,IOBS,2.283e-03,4.689e-08,(2021 FO1),,2113-03-24.75
0.1538,bK21F01O,2021 FO1,-10.43,0,IOBS,2.283e-03,1.263e-08,(2021 FO1),,2113-03-24.53
0.4232,bK21F01O,2021 FO1,-7.24,0,IOBS,2.284e-03,1.935e-05,(2021 FO1),,2112-03-24.52
0.0742,bK21F01O,2021 FO1,-10.23,0,IOBS,2.280e-03,1.979e-08,(2021 FO1),,2111-03-25.16
0.2089,bK21F01O,2021 FO1,-9.77,0,IOBS,2.276e-03,5.604e-08,(2021 FO1),,2110-03-25.31
0.5559,bK21F01O,2021 FO1,-10.94,0,IOBS,2.277e-03,3.766e-09,(2021 FO1),,2110-03-24.98
0.4273,bK21F01O,2021 FO1,-8.12,0,IOBS,2.280e-03,2.496e-06,(2021 FO1),,2109-03-25.07
0.1420,bK21F01O,2021 FO1,-10.07,0,IOBS,2.283e-03,2.799e-08,(2021 FO1),,2109-03-24.78
0.1633,bK21F01O,2021 FO1,-10.32,0,IOBS,2.283e-03,1.561e-08,(2021 FO1),,2109-03-24.61
0.1432,bK21F01O,2021 FO1,-9.12,0,IOBS,2.282e-03,2.431e-07,(2021 FO1),,2108-03-24.32
1.4140,bK21F01O,2021 FO1,-9.59,0,IOBS,2.270e-03,7.993e-08,(2021 FO1),,2105-03-25.08
0.2633,bK21F01O,2021 FO1,-10.31,0,IOBS,2.278e-03,1.523e-08,(2021 FO1),,2105-03-24.39
0.1364,bK21F01O,2021 FO1,-8.98,0,IOBS,2.284e-03,3.154e-07,(2021 FO1),,2103-03-25.13
0.1336,bK21F01O,2021 FO1,-8.58,0,IOBS,2.281e-03,7.829e-07,(2021 FO1),,2102-03-25.01
1.3972,bK21F01O,2021 FO1,-10.11,0,IOBS,2.275e-03,2.300e-08,(2021 FO1),,2101-03-24.97
0.1133,bK21F01O,2021 FO1,-8.41,0,IOBS,2.284e-03,1.152e-06,(2021 FO1),,2101-03-24.48
0.2814,bK21F01O,2021 FO1,-8.52,0,IOBS,2.282e-03,8.900e-07,(2021 FO1),,2100-03-24.52
0.1499,bK21F01O,2021 FO1,-9.83,0,IOBS,2.281e-03,4.335e-08,(2021 FO1),,2100-03-24.48
0.3376,bK21F01O,2021 FO1,-8.55,0,IOBS,2.281e-03,8.272e-07,(2021 FO1),,2100-03-24.46
0.0612,bK21F01O,2021 FO1,-8.24,0,IOBS,2.279e-03,1.664e-06,(2021 FO1),,2099-03-24.34
0.2015,bK21F01O,2021 FO1,-9.90,0,IOBS,2.279e-03,3.667e-08,(2021 FO1),,2099-03-24.30
0.3759,bK21F01O,2021 FO1,-9.14,0,IOBS,2.277e-03,2.089e-07,(2021 FO1),,2099-03-23.95
1.3984,bK21F01O,2021 FO1,-10.20,0,IOBS,2.275e-03,1.816e-08,(2021 FO1),,2098-03-24.21
0.1356,bK21F01O,2021 FO1,-8.90,0,IOBS,2.277e-03,3.570e-07,(2021 FO1),,2097-03-23.89
0.2099,bK21F01O,2021 FO1,-10.66,0,IOBS,2.279e-03,6.114e-09,(2021 FO1),,2097-03-23.76
0.0730,bK21F01O,2021 FO1,-9.00,0,IOBS,2.280e-03,2.779e-07,(2021 FO1),,2096-03-23.53
1.3823,bK21F01O,2021 FO1,-8.15,0,IOBS,2.272e-03,1.905e-06,(2021 FO1),,2094-03-24.16
1.4008,bK21F01O,2021 FO1,-6.63,0,IOBS,2.272e-03,6.099e-05,(2021 FO1),,2091-03-24.54
0.2024,bK21F01O,2021 FO1,-9.28,0,IOBS,2.281e-03,1.315e-07,(2021 FO1),,2089-03-23.83
0.2241,bK21F01O,2021 FO1,-9.15,0,IOBS,2.279e-03,1.638e-07,(2021 FO1),,2085-03-23.51
0.1653,bK21F01O,2021 FO1,-9.45,0,IOBS,2.279e-03,7.592e-08,(2021 FO1),,2080-03-23.20
0.1626,bK21F01O,2021 FO1,-9.58,0,IOBS,2.280e-03,5.613e-08,(2021 FO1),,2080-03-23.17
1.0918,bK21F01O,2021 FO1,-9.13,0,IOBS,2.283e-03,1.559e-07,(2021 FO1),,2079-03-24.26
0.1647,bK21F01O,2021 FO1,-9.75,0,IOBS,2.279e-03,3.432e-08,(2021 FO1),,2075-03-23.81
0.7914,bK21G01G,2021 GG1,-6.69,0,IOBS,2.223e-01,1.894e-06,(2021 GG1),,2118-09-13.53
0.4867,bK21G01G,2021 GG1,-7.84,0,IOBS,2.224e-01,1.340e-07,(2021 GG1),,2118-09-13.44
1.1534,bK21G01G,2021 GG1,-7.37,0,IOBS,2.228e-01,3.938e-07,(2021 GG1),,2118-09-13.35
2.2360,bK21G01G,2021 GG1,-9.31,0,IOBS,2.189e-01,4.591e-09,(2021 GG1),,2118-09-13.24
0.9686,bK21G01G,2021 GG1,-9.64,0,IOBS,2.204e-01,2.101e-09,(2021 GG1),,2117-09-13.03
2.2112,bK21G01G,2021 GG1,-8.78,0,IOBS,2.197e-01,1.527e-08,(2021 GG1),,2117-09-12.90
0.4513,bK21G01G,2021 GG1,-6.80,0,IOBS,2.229e-01,1.422e-06,(2021 GG1),,2116-09-12.99
0.9841,bK21G01G,2021 GG1,-8.73,0,IOBS,2.231e-01,1.682e-08,(2021 GG1),,2116-09-12.77
0.6714,bK21G01G,2021 GG1,-7.64,0,IOBS,2.225e-01,2.094e-07,(2021 GG1),,2116-09-12.72
0.4724,bK21G01G,2021 GG1,-7.84,0,IOBS,2.228e-01,1.269e-07,(2021 GG1),,2114-09-13.47
0.2151,bK21G01G,2021 GG1,-9.11,0,IOBS,2.227e-01,6.914e-09,(2021 GG1),,2114-09-12.22
0.9515,bK21G01G,2021 GG1,-9.77,0,IOBS,2.240e-01,1.499e-09,(2021 GG1),,2113-09-13.28
4.0503,bK13R53Z,2013 RZ53,-11.83,0,IOBS,1.595e-04,3.311e-09,(2013 RZ53),,2094-08-12.64
0.9546,bK13R53Z,2013 RZ53,-10.55,0,IOBS,1.590e-04,6.315e-08,(2013 RZ53),,2094-07-26.17
0.7065,bK13R53Z,2013 RZ53,-8.95,0,IOBS,1.591e-04,2.529e-06,(2013 RZ53),,2094-02-04.86
0.9366,bK13R53Z,2013 RZ53,-11.12,0,IOBS,1.589e-04,1.649e-08,(2013 RZ53),,2092-07-26.12
2.0826,bK13R53Z,2013 RZ53,-11.00,0,IOBS,1.592e-04,2.049e-08,(2013 RZ53),,2089-01-27.49
3.5036,bK13R53Z,2013 RZ53,-10.10,0,IOBS,1.590e-04,8.692e-08,(2013 RZ53),,2058-07-29.78
0.5589,bK13R53Z,2013 RZ53,-7.73,0,IOBS,1.592e-04,2.011e-05,(2013 RZ53),,2058-02-06.87
2.2684,bK18D00B,2018 DB,-10.15,0,IOBS,6.559e-02,1.446e-09,(2018 DB),,2102-02-20.69
4.3846,bK18D00B,2018 DB,-10.02,0,IOBS,6.741e-02,1.893e-09,(2018 DB),,2101-08-08.39
0.7051,bK18D00B,2018 DB,-8.45,0,IOBS,6.611e-02,5.953e-08,(2018 DB),,2088-08-06.56
5.8644,bK18D00B,2018 DB,-9.50,0,IOBS,6.604e-02,4.791e-09,(2018 DB),,2082-08-06.88
0.4029,bK20H07E,2020 HE7,-9.10,0,IOBS,4.551e-03,1.604e-07,(2020 HE7),,2115-04-21.92
1.3677,bK21T02W,2021 TW2,-6.74,0,IOBS,3.299e-01,1.102e-06,(2021 TW2),,2109-10-10.13
1.8842,bK21T02W,2021 TW2,-7.88,0,IOBS,3.299e-01,8.059e-08,(2021 TW2),,2109-10-09.98
0.5019,bK21T02W,2021 TW2,-7.11,0,IOBS,3.296e-01,4.700e-07,(2021 TW2),,2109-10-09.68
2.0421,bK21T02W,2021 TW2,-6.63,0,IOBS,3.296e-01,1.408e-06,(2021 TW2),,2107-10-11.08
2.0680,bK21T02W,2021 TW2,-7.91,0,IOBS,3.297e-01,7.431e-08,(2021 TW2),,2107-10-10.51
2.7828,bK21T02W,2021 TW2,-8.85,0,IOBS,3.296e-01,8.538e-09,(2021 TW2),,2107-10-10.40
0.8960,bK21T02W,2021 TW2,-7.66,0,IOBS,3.294e-01,1.283e-07,(2021 TW2),,2105-10-09.16
0.5046,bK21T02W,2021 TW2,-5.24,0,IOBS,3.292e-01,3.238e-05,(2021 TW2),,2102-10-10.55
2.2280,bK21T02W,2021 TW2,-8.28,0,IOBS,3.300e-01,2.923e-08,(2021 TW2),,2101-10-09.95
2.5949,bK21T02W,2021 TW2,-9.21,0,IOBS,3.299e-01,3.433e-09,(2021 TW2),,2101-10-08.97
3.1569,bK21T02W,2021 TW2,-8.47,0,IOBS,3.299e-01,1.810e-08,(2021 TW2),,2098-10-09.27
2.3501,bK21T02W,2021 TW2,-8.20,0,IOBS,3.296e-01,3.292e-08,(2021 TW2),,2097-10-09.34
2.3317,bK21T02W,2021 TW2,-7.87,0,IOBS,3.296e-01,6.942e-08,(2021 TW2),,2096-10-09.13
2.8705,bK21T02W,2021 TW2,-6.87,0,IOBS,3.292e-01,6.459e-07,(2021 TW2),,2091-10-09.96
2.3031,bK21T02W,2021 TW2,-6.95,0,IOBS,3.298e-01,4.417e-07,(2021 TW2),,2079-10-09.89
1.7731,bK16S02A,2016 SA2,-8.89,0,IOBS,1.227e-02,1.272e-07,(2016 SA2),,2122-09-26.31
0.0591,bK16S02A,2016 SA2,-8.90,0,IOBS,1.225e-02,1.232e-07,(2016 SA2),,2122-09-26.15
1.4506,bK16S02A,2016 SA2,-9.63,0,IOBS,1.226e-02,2.300e-08,(2016 SA2),,2122-09-26.10
1.1886,bK16S02A,2016 SA2,-8.71,0,IOBS,1.224e-02,1.906e-07,(2016 SA2),,2122-09-26.02
0.9892,bK16S02A,2016 SA2,-8.85,0,IOBS,1.226e-02,1.376e-07,(2016 SA2),,2122-09-26.02
0.8645,bK16S02A,2016 SA2,-8.38,0,IOBS,1.226e-02,4.139e-07,(2016 SA2),,2122-09-26.02
1.1858,bK16S02A,2016 SA2,-7.94,0,IOBS,1.225e-02,1.129e-06,(2016 SA2),,2122-09-26.00
2.9299,bK08U07B,2008 UB7,-7.22,0,IOBS,1.478e+01,7.205e-09,(2008 UB7),,2059-11-01.47
0.5006,bK08U07B,2008 UB7,-5.70,0,IOBS,1.444e+01,2.192e-07,(2008 UB7),,2056-10-31.69
1.2891,bK08U07B,2008 UB7,-6.85,0,IOBS,1.432e+01,1.547e-08,(2008 UB7),,2056-10-31.68
1.2467,bK08U07B,2008 UB7,-5.42,0,IOBS,1.434e+01,4.213e-07,(2008 UB7),,2056-10-31.64
2.0534,bK08U07B,2008 UB7,-5.41,0,IOBS,1.469e+01,4.102e-07,(2008 UB7),,2055-11-01.64
0.4072,bK08U07B,2008 UB7,-6.07,0,IOBS,1.443e+01,8.439e-08,(2008 UB7),,2053-10-31.96
1.8923,bK08U07B,2008 UB7,-6.72,0,IOBS,1.463e+01,1.803e-08,(2008 UB7),,2052-10-31.62
1.9958,bK08U07B,2008 UB7,-6.10,0,IOBS,1.469e+01,6.373e-08,(2008 UB7),,2048-10-31.68
3.0948,bK08U07B,2008 UB7,-6.29,0,IOBS,1.482e+01,3.395e-08,(2008 UB7),,2044-10-31.47
0.1872,bK07U51S,2007 US51,-8.36,0,IOBS,1.036e-01,7.608e-08,(2007 US51),,2120-10-31.82
0.3901,bK07U51S,2007 US51,-8.21,0,IOBS,1.042e-01,1.048e-07,(2007 US51),,2118-11-01.91
0.6965,bK07U51S,2007 US51,-6.42,0,IOBS,1.038e-01,6.476e-06,(2007 US51),,2117-11-01.53
0.5588,bK07U51S,2007 US51,-8.83,0,IOBS,1.044e-01,2.505e-08,(2007 US51),,2117-11-01.39
0.4558,bK07U51S,2007 US51,-9.42,0,IOBS,1.044e-01,6.427e-09,(2007 US51),,2117-11-01.39
2.0625,bK07U51S,2007 US51,-8.99,0,IOBS,1.045e-01,1.693e-08,(2007 US51),,2115-11-01.94
2.0235,bK07U51S,2007 US51,-9.15,0,IOBS,1.046e-01,1.173e-08,(2007 US51),,2115-11-01.90
2.1597,bK07U51S,2007 US51,-8.82,0,IOBS,1.036e-01,2.503e-08,(2007 US51),,2114-11-02.01
0.6622,bK07U51S,2007 US51,-6.42,0,IOBS,1.039e-01,6.244e-06,(2007 US51),,2114-11-01.69
0.6082,bK07U51S,2007 US51,-8.60,0,IOBS,1.043e-01,3.935e-08,(2007 US51),,2111-11-02.34
0.1970,bK07U51S,2007 US51,-9.53,0,IOBS,1.039e-01,4.554e-09,(2007 US51),,2110-11-01.60
0.2419,bK07U51S,2007 US51,-10.77,0,IOBS,1.027e-01,2.618e-10,(2007 US51),,2108-10-31.35
2.8117,bK07U51S,2007 US51,-8.23,0,IOBS,1.054e-01,8.143e-08,(2007 US51),,2102-11-01.59
0.2254,bK07U51S,2007 US51,-8.12,0,IOBS,1.045e-01,1.019e-07,(2007 US51),,2099-10-31.92
0.2243,bK07U51S,2007 US51,-8.20,0,IOBS,1.045e-01,8.617e-08,(2007 US51),,2099-10-31.90
0.2084,bK07U51S,2007 US51,-7.67,0,IOBS,1.047e-01,2.708e-07,(2007 US51),,2094-10-31.88
0.1698,bK07U51S,2007 US51,-8.74,0,IOBS,1.042e-01,2.219e-08,(2007 US51),,2091-10-31.90
1.0429,bK07U51S,2007 US51,-6.83,0,IOBS,1.052e-01,1.525e-06,(2007 US51),,2082-10-31.58
1.0612,bK07U51S,2007 US51,-7.89,0,IOBS,1.051e-01,1.337e-07,(2007 US51),,2082-10-31.49
0.2712,bK07U51S,2007 US51,-8.09,0,IOBS,1.047e-01,8.033e-08,(2007 US51),,2079-10-31.78
2.8230,bK07U51S,2007 US51,-9.83,0,IOBS,1.059e-01,1.441e-09,(2007 US51),,2079-10-31.75
1.0617,bK07U51S,2007 US51,-9.25,0,IOBS,1.051e-01,5.533e-09,(2007 US51),,2079-10-31.73
1.9857,bK11W69N,2011 WN69,-8.59,0,IOBS,8.556e-01,6.092e-09,(2011 WN69),,2094-05-22.97
2.5940,bK11W69N,2011 WN69,-8.96,0,IOBS,8.539e-01,2.285e-09,(2011 WN69),,2086-05-23.20
1.1944,bK19U12X,2019 UX12,-9.31,0,IOBS,7.932e-03,5.793e-08,(2019 UX12),,2108-10-26.75
2.6995,bK19X00V,2019 XV,-11.24,0,IOBS,2.404e-03,1.434e-09,(2019 XV),,2092-11-07.48
0.1131,bK20B01Y,2020 BY1,-5.29,0,IOBS,3.693e-01,7.886e-06,(2020 BY1),,2049-01-16.40
4.5491,bK10J80H,2010 JH80,-7.48,0,IOBS,1.017e+01,8.843e-09,(2010 JH80),,2082-05-05.45
2.1128,bK10R12F,2010 RF12,-8.35,0,IOBS,8.573e-03,5.354e-07,(2010 RF12),,2113-09-06.15
0.4327,bK10R12F,2010 RF12,-7.58,0,IOBS,8.595e-03,3.156e-06,(2010 RF12),,2113-06-17.54
1.9936,bK10R12F,2010 RF12,-8.43,0,IOBS,8.579e-03,4.413e-07,(2010 RF12),,2112-09-05.86
0.8089,bK10R12F,2010 RF12,-7.12,0,IOBS,8.563e-03,8.837e-06,(2010 RF12),,2112-09-05.78
3.9682,bK10R12F,2010 RF12,-9.19,0,IOBS,8.568e-03,7.541e-08,(2010 RF12),,2111-09-06.73
3.2083,bK10R12F,2010 RF12,-8.41,0,IOBS,8.564e-03,4.551e-07,(2010 RF12),,2111-09-06.64
0.5742,bK10R12F,2010 RF12,-7.57,0,IOBS,8.566e-03,3.119e-06,(2010 RF12),,2111-09-06.58
1.3300,bK10R12F,2010 RF12,-7.04,0,IOBS,8.579e-03,1.049e-05,(2010 RF12),,2111-09-06.48
0.7710,bK10R12F,2010 RF12,-7.28,0,IOBS,8.561e-03,6.076e-06,(2010 RF12),,2111-09-06.42
2.5700,bK10R12F,2010 RF12,-8.51,0,IOBS,8.573e-03,3.542e-07,(2010 RF12),,2110-09-06.46
0.7170,bK10R12F,2010 RF12,-7.19,0,IOBS,8.579e-03,7.450e-06,(2010 RF12),,2110-09-06.15
3.9903,bK10R12F,2010 RF12,-8.42,0,IOBS,8.567e-03,4.355e-07,(2010 RF12),,2109-09-07.35
0.3218,bK10R12F,2010 RF12,-7.36,0,IOBS,8.567e-03,4.915e-06,(2010 RF12),,2109-09-06.41
3.3193,bK10R12F,2010 RF12,-8.86,0,IOBS,8.567e-03,1.561e-07,(2010 RF12),,2109-09-06.27
3.0580,bK10R12F,2010 RF12,-8.27,0,IOBS,8.566e-03,6.131e-07,(2010 RF12),,2109-09-06.19
0.6449,bK10R12F,2010 RF12,-7.01,0,IOBS,8.570e-03,1.121e-05,(2010 RF12),,2109-09-05.46
5.6905,bK10R12F,2010 RF12,-10.54,0,IOBS,8.567e-03,3.241e-09,(2010 RF12),,2108-09-06.08
3.0118,bK10R12F,2010 RF12,-8.62,0,IOBS,8.565e-03,2.710e-07,(2010 RF12),,2108-09-05.98
1.6103,bK10R12F,2010 RF12,-7.49,0,IOBS,8.560e-03,3.617e-06,(2010 RF12),,2108-09-05.86
2.4329,bK10R12F,2010 RF12,-8.67,0,IOBS,8.568e-03,2.393e-07,(2010 RF12),,2108-09-05.84
1.7090,bK10R12F,2010 RF12,-8.06,0,IOBS,8.584e-03,9.620e-07,(2010 RF12),,2107-09-06.62
1.0927,bK10R80M,2010 RM80,-10.02,0,IOBS,1.673e-02,7.458e-09,(2010 RM80),,2123-09-06.65
1.4276,bK10R80M,2010 RM80,-8.64,0,IOBS,1.673e-02,1.776e-07,(2010 RM80),,2123-09-06.51
2.5314,bK10R80M,2010 RM80,-11.25,0,IOBS,1.666e-02,4.379e-10,(2010 RM80),,2123-09-06.39
1.8464,bK10R80M,2010 RM80,-9.79,0,IOBS,1.670e-02,1.266e-08,(2010 RM80),,2123-09-06.35
1.3412,bK18V08A,2018 VA8,-9.71,0,IOBS,1.271e-01,2.912e-09,(2018 VA8),,2120-11-09.99
0.8102,bK18V08A,2018 VA8,-9.11,0,IOBS,1.269e-01,1.156e-08,(2018 VA8),,2120-11-09.94
0.4218,bK18V08A,2018 VA8,-9.86,0,IOBS,1.267e-01,2.052e-09,(2018 VA8),,2120-11-09.93
0.9648,bK18V08A,2018 VA8,-9.50,0,IOBS,1.271e-01,4.613e-09,(2018 VA8),,2119-11-10.72
1.6895,bK18V08A,2018 VA8,-8.14,0,IOBS,1.274e-01,1.060e-07,(2018 VA8),,2119-11-10.68
3.3377,bK18V08A,2018 VA8,-8.29,0,IOBS,1.256e-01,7.380e-08,(2018 VA8),,2116-11-09.97
1.2482,bK18V08A,2018 VA8,-9.30,0,IOBS,1.261e-01,7.102e-09,(2018 VA8),,2115-11-10.71
0.8468,bK18V08A,2018 VA8,-8.81,0,IOBS,1.270e-01,2.200e-08,(2018 VA8),,2115-11-10.69
0.6865,bK18V08A,2018 VA8,-9.91,0,IOBS,1.270e-01,1.717e-09,(2018 VA8),,2115-11-10.69
1.2807,bK18V08A,2018 VA8,-7.89,0,IOBS,1.262e-01,1.809e-07,(2018 VA8),,2114-11-10.46
0.8025,bK18V08A,2018 VA8,-7.79,0,IOBS,1.271e-01,2.249e-07,(2018 VA8),,2114-11-10.45
0.2669,bK18V08A,2018 VA8,-9.66,0,IOBS,1.268e-01,3.066e-09,(2018 VA8),,2114-11-10.43
0.4478,bK18V08A,2018 VA8,-8.14,0,IOBS,1.269e-01,1.006e-07,(2018 VA8),,2114-11-10.41
1.4465,bK18V08A,2018 VA8,-7.48,0,IOBS,1.273e-01,4.561e-07,(2018 VA8),,2113-11-10.21
3.4939,bK18V08A,2018 VA8,-8.77,0,IOBS,1.254e-01,2.385e-08,(2018 VA8),,2113-11-10.20
0.6331,bK18V08A,2018 VA8,-9.01,0,IOBS,1.270e-01,1.336e-08,(2018 VA8),,2113-11-10.20
0.4613,bK18V08A,2018 VA8,-7.75,0,IOBS,1.267e-01,2.456e-07,(2018 VA8),,2113-11-10.20
0.4519,bK18V08A,2018 VA8,-8.43,0,IOBS,1.267e-01,5.143e-08,(2018 VA8),,2113-11-10.20
1.3480,bK18V08A,2018 VA8,-7.28,0,IOBS,1.273e-01,7.209e-07,(2018 VA8),,2113-11-10.19
0.9239,bK18V08A,2018 VA8,-8.84,0,IOBS,1.271e-01,1.966e-08,(2018 VA8),,2113-11-10.18
0.8365,bK18V08A,2018 VA8,-8.02,0,IOBS,1.269e-01,1.315e-07,(2018 VA8),,2112-11-09.95
1.3389,bK18V08A,2018 VA8,-9.87,0,IOBS,1.271e-01,1.823e-09,(2018 VA8),,2112-11-09.94
0.8306,bK18V08A,2018 VA8,-9.24,0,IOBS,1.271e-01,7.767e-09,(2018 VA8),,2111-11-10.70
0.9115,bK18V08A,2018 VA8,-9.84,0,IOBS,1.271e-01,1.906e-09,(2018 VA8),,2109-11-10.20
0.6655,bK18V08A,2018 VA8,-8.14,0,IOBS,1.270e-01,9.417e-08,(2018 VA8),,2109-11-10.20
0.6464,bK18V08A,2018 VA8,-7.95,0,IOBS,1.270e-01,1.481e-07,(2018 VA8),,2109-11-10.20
1.0495,bK18V08A,2018 VA8,-9.04,0,IOBS,1.270e-01,1.207e-08,(2018 VA8),,2109-11-10.19
0.1541,bK18V08A,2018 VA8,-7.89,0,IOBS,1.265e-01,1.690e-07,(2018 VA8),,2109-11-10.19
0.0296,bK18V08A,2018 VA8,-7.99,0,IOBS,1.267e-01,1.341e-07,(2018 VA8),,2109-11-10.19
1.4593,bK18V08A,2018 VA8,-6.61,0,IOBS,1.261e-01,3.200e-06,(2018 VA8),,2108-11-09.97
0.1441,bK18V08A,2018 VA8,-9.53,0,IOBS,1.266e-01,3.798e-09,(2018 VA8),,2107-11-10.66
1.2554,bK18V08A,2018 VA8,-9.69,0,IOBS,1.262e-01,2.577e-09,(2018 VA8),,2106-11-10.45
0.6810,bK18V08A,2018 VA8,-7.17,0,IOBS,1.270e-01,8.488e-07,(2018 VA8),,2106-11-10.44
0.6457,bK18V08A,2018 VA8,-7.39,0,IOBS,1.270e-01,5.193e-07,(2018 VA8),,2106-11-10.44
1.3142,bK18V08A,2018 VA8,-8.81,0,IOBS,1.273e-01,1.979e-08,(2018 VA8),,2106-11-10.42
0.7323,bK18V08A,2018 VA8,-7.91,0,IOBS,1.270e-01,1.546e-07,(2018 VA8),,2106-11-10.42
3.9245,bK18V08A,2018 VA8,-9.77,0,IOBS,1.283e-01,2.110e-09,(2018 VA8),,2105-11-10.21
1.0522,bK18V08A,2018 VA8,-8.20,0,IOBS,1.271e-01,7.897e-08,(2018 VA8),,2105-11-10.21
2.7430,bK18V08A,2018 VA8,-8.38,0,IOBS,1.257e-01,5.269e-08,(2018 VA8),,2105-11-10.20
1.0558,bK18V08A,2018 VA8,-9.38,0,IOBS,1.271e-01,5.193e-09,(2018 VA8),,2105-11-10.20
1.6801,bK18V08A,2018 VA8,-8.05,0,IOBS,1.273e-01,1.118e-07,(2018 VA8),,2105-11-10.18
0.5396,bK18V08A,2018 VA8,-9.57,0,IOBS,1.269e-01,3.347e-09,(2018 VA8),,2105-11-10.18
1.2199,bK18V08A,2018 VA8,-8.10,0,IOBS,1.261e-01,9.838e-08,(2018 VA8),,2104-11-09.96
0.9324,bK18V08A,2018 VA8,-10.42,0,IOBS,1.270e-01,4.716e-10,(2018 VA8),,2104-11-09.94
0.2715,bK18V08A,2018 VA8,-8.14,0,IOBS,1.264e-01,9.021e-08,(2018 VA8),,2104-11-09.92
0.7976,bK18V08A,2018 VA8,-9.72,0,IOBS,1.271e-01,2.312e-09,(2018 VA8),,2103-11-10.68
0.2067,bK18V08A,2018 VA8,-8.41,0,IOBS,1.266e-01,4.713e-08,(2018 VA8),,2103-11-10.65
0.1501,bK18V08A,2018 VA8,-8.58,0,IOBS,1.268e-01,3.204e-08,(2018 VA8),,2103-11-10.65
1.0398,bK18V08A,2018 VA8,-8.62,0,IOBS,1.262e-01,2.773e-08,(2018 VA8),,2099-11-09.71
0.9527,bK18V08A,2018 VA8,-5.94,0,IOBS,1.270e-01,1.337e-05,(2018 VA8),,2099-11-09.71
0.9414,bK18V08A,2018 VA8,-6.00,0,IOBS,1.270e-01,1.157e-05,(2018 VA8),,2099-11-09.71
1.1808,bK19W00U,2019 WU,-8.34,0,IOBS,8.239e-02,8.845e-08,(2019 WU),,2112-12-04.98
0.2327,bK19W00U,2019 WU,-7.98,0,IOBS,8.370e-02,2.000e-07,(2019 WU),,2112-12-03.92
0.4083,bK19W00U,2019 WU,-9.17,0,IOBS,8.809e-02,1.190e-08,(2019 WU),,2109-11-30.64
2.4185,bK19W00U,2019 WU,-8.90,0,IOBS,8.123e-02,2.345e-08,(2019 WU),,2108-12-05.54
2.0953,bK19W00U,2019 WU,-7.57,0,IOBS,8.165e-02,4.960e-07,(2019 WU),,2108-12-05.41
0.3693,bK19W00U,2019 WU,-7.59,0,IOBS,8.241e-02,4.742e-07,(2019 WU),,2108-12-05.24
1.6899,bK19W00U,2019 WU,-8.72,0,IOBS,8.186e-02,3.540e-08,(2019 WU),,2108-12-05.16
1.1807,bK19W00U,2019 WU,-8.05,0,IOBS,8.449e-02,1.455e-07,(2019 WU),,2100-12-03.26
0.3020,bK19W00U,2019 WU,-9.54,0,IOBS,8.939e-02,3.968e-09,(2019 WU),,2091-11-28.73
1.5939,bK19W00U,2019 WU,-8.17,0,IOBS,8.887e-02,7.672e-08,(2019 WU),,2080-11-28.81
3.5180,bK14A51G,2014 AG51,-10.36,0,IOBS,2.182e-03,1.314e-08,(2014 AG51),,2100-08-27.92
1.7335,bK14A51G,2014 AG51,-10.41,0,IOBS,2.165e-03,1.152e-08,(2014 AG51),,2098-08-27.65
2.7520,bK14A51G,2014 AG51,-10.46,0,IOBS,2.172e-03,1.005e-08,(2014 AG51),,2096-08-28.48
2.6219,bK14A51G,2014 AG51,-10.83,0,IOBS,2.168e-03,3.678e-09,(2014 AG51),,2087-08-28.19
3.7923,bK14A51G,2014 AG51,-11.22,0,IOBS,2.168e-03,1.454e-09,(2014 AG51),,2085-08-27.58
3.1161,bK14A51G,2014 AG51,-9.43,0,IOBS,2.173e-03,8.525e-08,(2014 AG51),,2082-08-27.27
1.6959,bK14A51G,2014 AG51,-9.78,0,IOBS,2.165e-03,3.811e-08,(2014 AG51),,2082-08-27.17
1.6276,bJ97T25C,1997 TC25,-6.69,0,IOBS,2.025e+00,2.459e-07,(1997 TC25),,2096-09-28.21
0.6825,bJ97T25C,1997 TC25,-8.87,0,IOBS,1.962e+00,1.516e-09,(1997 TC25),,2089-09-23.31
1.3719,bJ97T25C,1997 TC25,-7.16,0,IOBS,1.857e+00,6.628e-08,(1997 TC25),,2078-09-13.64
0.8258,bJ97T25C,1997 TC25,-6.69,0,IOBS,1.796e+00,9.920e-08,(1997 TC25),,2051-09-12.46
0.7590,bJ97T25C,1997 TC25,-6.54,0,IOBS,1.784e+00,1.202e-07,(1997 TC25),,2047-09-10.49
1.6623,bK20H00N,2020 HN,-9.52,0,IOBS,5.789e-03,5.331e-08,(2020 HN),,2121-04-12.45
0.5729,bK20H00N,2020 HN,-8.87,0,IOBS,5.748e-03,2.394e-07,(2020 HN),,2121-04-12.37
